prenda,val_pren,genero,edad,pres_antes,ahorros,cta_tanda,rec_cel,prestamo,des_c,faltas,tentado,dummy_prenda_tipo2,dummy_prenda_tipo3,dummy_prenda_tipo4,dummy_prenda_tipo5,dummy_educacion2,dummy_educacion3,dummy_educacion4,dummy_educacion5,dummy_plan_gasto2,dummy_plan_gasto3
5514559,,1,52,1,0,1,1,940,0,1,1,,,,,1,0,0,0,0,0
42125919,,,,,,,,880,0,,,0,1,0,0,,,,,,
42125920,,,,,,,,290,0,,,0,1,0,0,,,,,,
42124546,1500,1,31,1,0,1,1,580,0,.5714286,1,,,,,0,1,0,0,0,1
5520280,,,,,,,,2630,1,,,,,,,,,,,,
5520281,,,,,,,,2150,1,,,,,,,,,,,,
5520282,,,,,,,,2560,1,,,,,,,,,,,,
10462366,200,1,20,0,0,0,0,150,0,.2857143,1,1,0,0,0,0,0,1,0,0,1
5526078,,,,,,,,760,0,,,,,,,,,,,,
5528348,,,,,,,,1300,1,,,,,,,,,,,,
5525135,,,,,,,,1200,0,,,,,,,,,,,,
5528684,,,,,,,,260,1,,,,,,,,,,,,
5525920,,,,,,,,3800,1,,,,,,,,,,,,
5525921,,,,,,,,1930,1,,,,,,,,,,,,
78136319,8000,,,,,,,5010,1,,,0,0,0,0,,,,,,
3602022,,,,,,,,380,1,,,,,,,,,,,,
80118634,3000,0,49,,,,,2530,0,,,1,0,0,0,0,1,0,0,,
80119572,,,,,,,,700,1,,,0,1,0,0,,,,,,
42124091,5000,1,35,1,0,1,0,1790,1,.2857143,1,1,0,0,0,0,0,1,0,0,0
3601485,,,,,,,,4240,0,,,,,,,,,,,,
3599347,,,,,,,,3870,0,,,,,,,,,,,,
78134917,1800,,,,,,,2200,1,,,1,0,0,0,,,,,,
5514884,,,,,,,,300,0,,,,,,,,,,,,
3594379,800,0,50,1,1,0,1,620,0,0,0,0,1,0,0,0,0,0,1,1,0
3601564,,,,,,,,6460,1,,,,,,,,,,,,
78134029,2500,0,38,,,,,2780,0,,,0,1,0,0,,,,,,
78134099,2280,0,38,,,,,760,0,,,1,0,0,0,,,,,,
78134948,35370,0,38,,,,,11790,1,,,0,1,0,0,,,,,,
78136089,1500,0,38,,,,,4980,0,,,1,0,0,0,,,,,,
78136090,1500,0,38,,,,,2910,0,,,1,0,0,0,,,,,,
78134947,45000,0,38,,,,,15000,1,,,1,0,0,0,,,,,,
80117380,550,1,,1,1,1,0,500,0,1,1,1,0,0,0,1,0,0,0,0,1
10462771,,,,,,,,440,0,,,,,,,,,,,,
5522574,2000,1,30,1,0,0,0,1240,0,1,1,1,0,0,0,0,1,0,0,0,0
5526441,,1,30,1,,,,1700,0,,1,,,,,0,1,0,0,0,0
3601134,,,,,,,,1730,0,,,,,,,,,,,,
3597008,,,,,,,,700,0,,,,,,,,,,,,
3601135,,,,,,,,510,0,,,,,,,,,,,,
3599353,,,,,,,,2300,0,,,,,,,,,,,,
10464305,1440,0,23,1,1,1,1,480,1,0,1,,,,,0,0,0,1,0,1
78132889,5000,,,,,,,4420,1,,,0,1,0,0,,,,,,
5527756,,,,,,,,3250,1,,,,,,,,,,,,
5486041,,,,,,,,2880,0,,,,,,,,,,,,
5523215,,,,,,,,1390,0,,,,,,,,,,,,
10463373,15000,0,31,1,0,1,0,6970,0,.42857143,1,0,0,0,0,0,0,0,1,0,1
5527350,,,,,,,,1130,0,,,,,,,,,,,,
5527351,,,,,,,,1170,0,,,,,,,,,,,,
10462955,2500,1,32,1,1,1,1,3140,1,0,0,1,0,0,0,0,1,0,0,0,1
5526607,,,,,,,,3650,1,,,,,,,,,,,,
5514799,,,,,,,,1360,1,,,,,,,,,,,,
5514836,,,,,,,,3130,1,,,,,,,,,,,,
5514835,,,,,,,,2680,1,,,,,,,,,,,,
5526610,,,,,,,,3030,1,,,,,,,,,,,,
5514798,,,,,,,,1060,1,,,,,,,,,,,,
5526608,,,,,,,,4510,1,,,,,,,,,,,,
5526609,,,,,,,,5250,1,,,,,,,,,,,,
78136051,400,,,,,,,180,0,,,0,1,0,0,,,,,,
78134733,1380,,,,,,,460,1,,,0,0,0,0,,,,,,
5523212,,,,,,,,730,0,,,,,,,,,,,,
5523213,,,,,,,,400,1,,,,,,,,,,,,
5523214,,,,,,,,440,1,,,,,,,,,,,,
5521183,,,,,,,,1500,0,,,,,,,,,,,,
5523286,,,,,,,,2880,0,,,,,,,,,,,,
80119047,3500,1,44,1,1,1,1,1390,1,.5714286,1,0,1,0,0,0,1,0,0,0,1
42125607,8000,,,,,,,2850,0,,,0,1,0,0,,,,,,
3598071,,,,,,,,2320,0,,,,,,,,,,,,
10463056,1000,1,31,0,1,1,0,770,0,0,1,1,0,0,0,0,0,0,1,0,1
5523242,,,,,,,,1360,0,,,,,,,,,,,,
5520176,,,,,,,,5960,1,,,,,,,,,,,,
3598369,,,,,,,,3140,0,,,,,,,,,,,,
3596054,,,,,,,,1280,0,,,,,,,,,,,,
3599435,,,,,,,,510,0,,,,,,,,,,,,
3596053,,,,,,,,1230,0,,,,,,,,,,,,
3599432,,,,,,,,4710,0,,,,,,,,,,,,
3598371,,,,,,,,3330,0,,,,,,,,,,,,
3598370,,,,,,,,1890,0,,,,,,,,,,,,
3599436,,,,,,,,2260,0,,,,,,,,,,,,
3599433,,,,,,,,1390,0,,,,,,,,,,,,
3599434,,,,,,,,1030,0,,,,,,,,,,,,
80117527,1050,,,,,,,350,1,,,0,1,0,0,,,,,,
3595798,,,,,,,,510,0,,,,,,,,,,,,
5522967,2452.453857421875,1,27,1,0,1,0,1290,0,1,1,0,1,0,0,0,0,1,0,0,1
5522966,2612.4287109375,1,27,1,0,1,0,1390,0,1,1,0,1,0,0,0,0,1,0,0,1
42124505,1500,0,21,1,0,0,0,610,0,0,1,0,1,0,0,0,0,1,0,1,0
42125676,1590,0,21,1,0,1,0,530,1,.14285715,1,1,0,0,0,0,0,1,0,1,0
10463492,2000,1,25,1,1,0,0,1170,1,0,1,1,0,0,0,0,0,1,0,1,0
5525483,,,,,,,,1330,1,,,,,,,,,,,,
5514304,,,,,,,,770,1,,,,,,,,,,,,
80117676,1500,1,44,0,1,0,0,1160,0,0,0,0,1,0,0,0,0,0,1,0,1
5524619,,,,,,,,1750,1,,,,,,,,,,,,
78134817,600,1,56,1,0,0,0,700,1,0,0,1,0,0,0,0,1,0,0,1,0
5524445,,,,,,,,1230,1,,,,,,,,,,,,
5514347,,,,,,,,730,1,,,,,,,,,,,,
5523306,,,,,,,,1180,0,,,,,,,,,,,,
5522836,,,,,,,,1860,1,,,,,,,,,,,,
5514892,,1,40,1,,,,2080,0,,1,,,,,0,0,1,0,0,0
5520122,1000,1,40,1,0,0,1,690,1,0,1,0,1,0,0,0,0,1,0,0,0
5514893,,1,40,1,,,,2400,1,,1,,,,,0,0,1,0,0,0
5526586,,1,40,1,,,,3180,0,,1,,,,,0,0,1,0,0,0
5514609,,1,40,1,,,,3560,0,,1,,,,,0,0,1,0,0,0
5514891,,1,40,1,,,,2380,0,,1,,,,,0,0,1,0,0,0
5514894,,1,40,1,,,,3330,1,,1,,,,,0,0,1,0,0,0
5526588,,1,40,1,,,,860,0,,1,,,,,0,0,1,0,0,0
5526584,,1,40,1,,,,5510,0,,1,,,,,0,0,1,0,0,0
5528402,,,,,,,,4340,1,,,,,,,,,,,,
80118120,500,1,29,1,1,0,0,1980,1,1,1,1,0,0,0,0,0,1,0,0,1
80118046,600,1,29,1,1,0,0,550,1,.14285715,1,1,0,0,0,0,0,1,0,0,1
5528457,,,,,,,,1680,0,,,,,,,,,,,,
78133359,2319.81640625,1,35,1,0,1,0,1320,0,0,1,1,0,0,0,0,0,0,1,0,1
78133649,2157.13037109375,1,35,1,1,1,0,960,0,0,1,0,1,0,0,0,0,0,1,0,1
78133658,6198.50341796875,1,55,1,0,1,0,3430,1,0,1,0,1,0,0,0,1,0,0,0,1
78133659,4102.83154296875,1,55,1,0,1,0,2120,1,0,1,0,1,0,0,0,1,0,0,0,1
78133660,5606.59619140625,1,55,1,0,1,0,3060,1,0,1,0,1,0,0,0,1,0,0,0,1
78133657,8022.21728515625,1,55,1,0,1,0,4570,1,0,1,0,1,0,0,0,1,0,0,0,1
3595162,,,,,,,,1060,1,,,,,,,,,,,,
5521185,2484.44873046875,1,44,1,0,0,0,1310,1,1,1,0,1,0,0,0,0,0,1,0,1
5522824,3000,1,44,1,,,,1040,1,,1,0,1,0,0,0,0,0,1,0,1
5523472,,1,44,1,,,,2510,0,,1,,,,,0,0,0,1,0,1
5527851,,1,44,1,,,,2660,0,,1,,,,,0,0,0,1,0,1
42124392,2500,0,27,1,1,0,1,1100,1,0,1,0,1,0,0,0,0,1,0,0,1
42124391,2500,0,27,1,1,0,1,1720,1,0,1,0,1,0,0,0,0,1,0,0,1
42125544,3000,1,46,1,1,1,1,1940,0,.71428573,1,0,0,0,1,0,0,1,0,1,0
42124463,1530,1,46,1,0,1,1,510,0,0,1,0,0,0,1,0,0,1,0,1,0
10462951,500,1,45,1,0,0,0,430,0,.2857143,1,1,0,0,0,1,0,0,0,0,1
3597251,,,,,,,,710,0,,,,,,,,,,,,
5514219,,,,,,,,2220,1,,,,,,,,,,,,
3596195,,,,,,,,1160,0,,,,,,,,,,,,
3596865,,,,,,,,640,0,,,,,,,,,,,,
3599062,,,,,,,,1090,1,,,,,,,,,,,,
3599454,,1,55,1,,,,2170,0,,0,,,,,0,1,0,0,0,1
3592044,1500,1,55,1,0,1,0,800,0,,0,0,1,0,0,0,1,0,0,0,1
80116748,,,,,,,,250,0,,,1,0,0,0,,,,,,
80117862,2000,1,59,1,,,,900,0,,0,1,0,0,0,0,0,0,1,0,0
80117861,2000,1,59,1,1,1,0,980,0,0,0,1,0,0,0,0,0,0,1,0,0
5522605,3000,1,30,1,1,1,0,3510,1,0,1,1,0,0,0,0,0,0,1,0,1
5523127,,1,30,1,,,,2660,1,,1,,,,,0,0,0,1,0,1
5527590,,,,,,,,910,0,,,,,,,,,,,,
5514840,,,,,,,,12560,0,,,,,,,,,,,,
5528169,,,,,,,,730,0,,,,,,,,,,,,
5486382,,,,,,,,920,0,,,,,,,,,,,,
5514842,,,,,,,,3140,0,,,,,,,,,,,,
5524662,,,,,,,,2250,0,,,,,,,,,,,,
5514841,,,,,,,,6570,0,,,,,,,,,,,,
5525812,,,,,,,,910,1,,,,,,,,,,,,
80117560,,,,,,,,330,1,,,,,,,,,,,,
80117558,,,,,,,,840,0,,,,,,,,,,,,
80117559,,,,,,,,850,0,,,,,,,,,,,,
78136168,1500,,,,,,,1120,0,,,0,1,0,0,,,,,,
80118964,,,,,,,,1310,1,,,,,,,,,,,,
80118963,,,,,,,,1970,0,,,,,,,,,,,,
5521292,,,,,,,,1750,0,,,,,,,,,,,,
78133706,600,0,19,1,,,,440,0,,1,1,0,0,0,0,0,1,0,0,1
78133634,700,0,19,1,0,0,0,1430,0,.2857143,1,0,1,0,0,0,0,1,0,0,1
78134808,630,0,19,1,,,,210,0,,1,0,1,0,0,0,0,1,0,0,1
78134807,1100,0,19,1,,,,860,0,,1,0,1,0,0,0,0,1,0,0,1
78133363,,0,19,1,,,,560,0,,1,,,,,0,0,1,0,0,1
5514881,,,,,,,,2000,0,,,,,,,,,,,,
5522856,1500,0,67,,,,,1390,1,,,0,1,0,0,0,0,1,0,,
5514814,,0,67,,,,,1350,1,,,,,,,0,0,1,0,,
5514815,,0,67,,,,,1210,1,,,,,,,0,0,1,0,,
10462439,,,,,,,,1220,1,,,0,1,0,0,,,,,,
10463860,5000,,,,,,,3500,1,,,1,0,0,0,,,,,,
10463352,7000,,,,,,,2960,1,,,0,1,0,0,,,,,,
3595245,1800,1,50,1,0,1,1,3160,1,.14285715,0,1,0,0,0,0,1,0,0,0,1
3595723,,1,50,1,,,,1420,0,,0,,,,,0,1,0,0,0,1
3595438,1500,1,50,1,,,,700,0,,0,1,0,0,0,0,1,0,0,0,1
80118131,,,,,,,,660,0,,,,,,,,,,,,
78134418,2000,,,,,,,1530,1,,,0,1,0,0,,,,,,
10463260,,,,,,,,3970,1,,,,,,,,,,,,
10463259,,,,,,,,2880,1,,,,,,,,,,,,
80117339,3000,0,72,1,0,0,0,1200,1,0,1,0,1,0,0,1,0,0,0,0,1
3595964,2031.878051757813,1,38,1,0,0,0,710,1,.14285715,1,0,0,0,0,0,0,1,0,1,0
3601533,,1,38,1,,,,710,1,,1,,,,,0,0,1,0,1,0
78136255,950,1,,1,1,0,0,910,1,.14285715,0,0,1,0,0,0,1,0,0,0,1
3599563,,,,,,,,2040,0,,,,,,,,,,,,
3599168,,,,,,,,5730,1,,,,,,,,,,,,
3596577,,,,,,,,1420,0,,,,,,,,,,,,
3596322,,,,,,,,1830,1,,,,,,,,,,,,
3596578,,,,,,,,780,0,,,,,,,,,,,,
3601503,,,,,,,,1070,1,,,,,,,,,,,,
3601505,,,,,,,,2450,0,,,,,,,,,,,,
3601504,,,,,,,,4060,0,,,,,,,,,,,,
78133961,1000,,,,,,,380,1,,,0,1,0,0,,,,,,
78134321,1800,,,,,,,1070,1,,,0,1,0,0,,,,,,
78134107,,,,,,,,550,1,,,,,,,,,,,,
78134007,300,,,,,,,580,1,,,1,0,0,0,,,,,,
5523809,,,,,,,,1340,1,,,,,,,,,,,,
3595509,,,,,,,,5930,0,,,,,,,,,,,,
3596087,,,,,,,,3650,0,,,,,,,,,,,,
78134547,4000,1,40,1,0,0,0,3050,0,.42857143,1,0,1,0,0,0,0,1,0,0,1
78134548,4000,1,40,1,0,0,0,1530,1,.42857143,1,0,1,0,0,0,0,1,0,0,1
10462459,5000,1,37,1,1,0,1,3360,0,0,1,1,0,0,0,0,0,1,0,0,0
3599032,,,,,,,,850,0,,,,,,,,,,,,
78134750,1500,1,31,1,0,0,0,610,0,.42857143,1,0,0,0,1,0,0,1,0,0,0
80116014,1200,1,20,0,0,0,0,990,0,.14285715,1,1,0,0,0,0,1,0,0,0,0
5527388,,,,,,,,400,0,,,,,,,,,,,,
5528282,,,,,,,,660,0,,,,,,,,,,,,
10462829,1200,0,40,1,0,0,0,470,1,.14285715,1,0,1,0,0,0,0,0,1,0,1
10463167,1300,0,40,1,,,,470,1,,1,0,1,0,0,0,0,0,1,0,1
3597940,,,,,,,,2940,0,,,,,,,,,,,,
10463790,,,,,,,,3540,1,,,1,0,0,0,,,,,,
10464076,,,,,,,,15550,1,,,,,,,,,,,,
3601567,,1,38,1,,,,560,0,,0,,,,,0,0,1,0,0,0
3592083,2000,1,38,1,0,0,1,1340,0,0,0,1,0,0,0,0,0,1,0,0,0
3601570,,1,38,1,,,,380,0,,0,,,,,0,0,1,0,0,0
3592082,2000,1,38,1,0,0,1,1100,0,0,0,1,0,0,0,0,0,1,0,0,0
3601569,,1,38,1,,,,510,0,,0,,,,,0,0,1,0,0,0
5528003,,,,,,,,1900,0,,,,,,,,,,,,
3594322,800,1,25,0,0,0,0,810,0,0,0,1,0,0,0,0,0,1,0,0,1
80116734,,,,,,,,2810,0,,,,,,,,,,,,
3593892,1600,1,35,1,1,0,0,1330,1,0,1,1,0,0,0,0,0,0,1,0,1
80117820,,,,,,,,950,0,,,,,,,,,,,,
5520239,20000,1,55,1,,,,10000,1,.14285715,0,1,0,0,0,0,1,0,0,0,1
5514866,,,,,,,,35170,0,,,,,,,,,,,,
5524609,5316.00537109375,0,56,1,0,0,0,3080,0,.14285715,1,0,1,0,0,0,1,0,0,0,1
78136423,7000,0,,1,1,0,0,4020,1,0,0,0,1,0,0,,,,,0,1
80117926,,1,63,1,,,,950,1,,1,,,,,1,0,0,0,1,0
80118612,6990,1,63,1,0,1,0,2330,1,0,1,0,1,0,0,1,0,0,0,1,0
80117927,,1,63,1,,,,830,1,,1,,,,,1,0,0,0,1,0
80118610,20000,1,63,1,0,1,0,6750,1,0,1,0,1,0,0,1,0,0,0,1,0
5526353,,,,,,,,7480,0,,,,,,,,,,,,
5523923,,,,,,,,1310,0,,,,,,,,,,,,
5523924,,,,,,,,1240,0,,,,,,,,,,,,
5486102,,,,,,,,2150,0,,,,,,,,,,,,
5526354,,,,,,,,2490,0,,,,,,,,,,,,
5486101,,,,,,,,2010,0,,,,,,,,,,,,
5523925,,,,,,,,2330,0,,,,,,,,,,,,
5486058,,,,,,,,1900,1,,,,,,,,,,,,
5514728,,,,,,,,670,0,,,,,,,,,,,,
5486056,,,,,,,,1830,1,,,,,,,,,,,,
5514730,,,,,,,,1300,0,,,,,,,,,,,,
5514729,,,,,,,,1040,0,,,,,,,,,,,,
5486057,,,,,,,,2960,1,,,,,,,,,,,,
5523175,,,,,,,,740,0,,,,,,,,,,,,
5486060,,,,,,,,2450,1,,,,,,,,,,,,
5523177,,,,,,,,1860,0,,,,,,,,,,,,
5523176,,,,,,,,710,0,,,,,,,,,,,,
5486059,,,,,,,,1750,1,,,,,,,,,,,,
3601935,,,,,,,,1350,0,,,,,,,,,,,,
3601937,,,,,,,,610,0,,,,,,,,,,,,
3601939,,,,,,,,450,0,,,,,,,,,,,,
3601934,,,,,,,,2040,0,,,,,,,,,,,,
3601936,,,,,,,,380,0,,,,,,,,,,,,
3601938,,,,,,,,1390,0,,,,,,,,,,,,
80119062,2580,1,45,1,1,1,1,860,1,.14285715,0,0,0,0,0,0,0,1,0,0,0
80118598,,,,,,,,5600,1,,,,,,,,,,,,
5526641,,,,,,,,3980,1,,,,,,,,,,,,
42123720,,,,,,,,2280,1,,,,,,,,,,,,
42125959,,,,,,,,2480,0,,,,,,,,,,,,
78134162,,,,,,,,15540,1,,,,,,,,,,,,
42125434,600,,,,,,,200,1,,,0,1,0,0,,,,,,
42125435,600,,,,,,,200,1,,,0,1,0,0,,,,,,
5525052,,,,,,,,7660,0,,,,,,,,,,,,
5526626,,,,,,,,2630,1,,,,,,,,,,,,
5523945,,,,,,,,4750,0,,,,,,,,,,,,
3595592,,,,,,,,6240,0,,,,,,,,,,,,
3601097,,,,,,,,31030,0,,,,,,,,,,,,
3595591,,,,,,,,4670,0,,,,,,,,,,,,
3596768,,,,,,,,45740,0,,,,,,,,,,,,
5522881,,1,28,1,,,,1830,0,,1,,,,,0,1,0,0,0,1
5520204,,1,28,1,,,,3940,0,,1,,,,,0,1,0,0,0,1
5524326,1000,1,28,1,,,,480,0,,1,0,1,0,0,0,1,0,0,0,1
5524327,1000,1,28,1,,,,510,0,,1,0,1,0,0,0,1,0,0,0,1
5520205,,1,28,1,,,,1170,0,,1,,,,,0,1,0,0,0,1
5524554,1500,1,28,1,0,1,0,950,0,0,1,0,1,0,0,0,1,0,0,0,1
5522882,,1,28,1,,,,550,0,,1,,,,,0,1,0,0,0,1
5524413,,1,28,1,,,,390,0,,1,,,,,0,1,0,0,0,1
78133597,22080,,,,,,,7360,0,,,0,1,0,0,,,,,,
78133596,22170,,,,,,,7390,1,,,0,1,0,0,,,,,,
5523396,,,,,,,,4270,0,,,,,,,,,,,,
5523397,,,,,,,,3320,0,,,,,,,,,,,,
3586582,,,,,,,,2050,0,,,,,,,,,,,,
3596891,,,,,,,,8140,0,,,,,,,,,,,,
3596892,,,,,,,,2410,0,,,,,,,,,,,,
3596893,,,,,,,,2770,0,,,,,,,,,,,,
5523300,,,,,,,,4300,1,,,,,,,,,,,,
5523301,,,,,,,,4600,1,,,,,,,,,,,,
5522751,10979.1181640625,1,53,0,1,0,0,6620,1,0,0,0,1,0,0,0,0,0,1,0,1
5522750,10947.123046875,1,53,0,1,0,0,6600,1,0,0,0,1,0,0,0,0,0,1,0,1
5524689,,,,,,,,3300,1,,,,,,,,,,,,
42124112,3000,1,38,1,0,0,1,2620,1,0,1,1,0,0,0,,,,,1,0
5522639,5910.62353515625,1,41,1,0,0,1,3710,0,.14285715,1,1,0,0,0,0,1,0,0,0,1
5524209,2000,1,64,1,1,1,0,1160,0,.42857143,1,0,1,0,0,0,0,0,1,0,1
5524208,4244.1728515625,1,64,1,0,0,0,2410,0,1,1,0,1,0,0,0,0,0,1,0,1
10463607,,,,,,,,2660,0,,,,,,,,,,,,
3597883,,1,44,1,,,,1170,1,,1,,,,,0,0,0,1,0,1
3594567,,1,44,1,,,,1320,1,,1,,,,,0,0,0,1,0,1
3595470,2591.790283203125,1,44,1,0,0,0,1060,1,.71428573,1,0,0,0,0,0,0,0,1,0,1
5514753,,,,,,,,4420,0,,,,,,,,,,,,
78133441,800,,,,,,,660,1,,,0,1,0,0,,,,,,
78134191,400,,,,,,,280,0,,,0,0,0,1,,,,,,
5525379,,,,,,,,2230,1,,,,,,,,,,,,
10462376,,,,,,,,4640,0,,,,,,,,,,,,
10463116,4000,,,,,,,2630,0,,,0,1,0,0,,,,,,
5523748,,,,,,,,1110,0,,,,,,,,,,,,
78131761,,,,,,,,430,1,,,,,,,,,,,,
78134658,2820,1,47,,,,,940,0,,,1,0,0,0,,,,,,
78134657,6000,1,47,,,,,3380,0,,,0,1,0,0,,,,,,
78134656,1830,1,47,,,,,610,0,,,1,0,0,0,,,,,,
78133028,1200,,,,,,,1100,0,,,0,1,0,0,,,,,,
3597342,,,,,,,,1240,0,,,,,,,,,,,,
5523597,,,,,,,,2750,0,,,,,,,,,,,,
3592168,2000,1,23,0,1,0,0,3620,0,0,1,1,0,0,0,0,0,0,1,0,0
5514578,1881.890991210938,1,40,1,1,1,0,990,0,0,1,1,0,0,0,1,0,0,0,0,1
3594407,,1,74,1,,,,6050,0,,1,1,0,0,0,0,0,0,1,1,0
3593982,69301.3359375,1,74,1,,0,0,42760,1,0,1,0,0,0,0,0,0,0,1,1,0
78133823,3172.341064453125,0,36,1,0,0,0,1740,0,0,1,0,1,0,0,0,0,1,0,1,0
78136039,1200,0,36,1,,,,860,1,,1,0,1,0,0,0,0,1,0,1,0
3586690,,,,,,,,5920,0,,,,,,,,,,,,
78134616,5000,1,25,0,0,0,0,3590,0,0,0,0,1,0,0,0,0,1,0,0,1
42124866,3000,,,,,,,1000,1,,,0,1,0,0,,,,,,
78136333,5000,0,,0,0,0,0,2340,0,.42857143,0,0,1,0,0,1,0,0,0,0,1
78136332,5000,0,,0,0,0,0,2630,0,.42857143,0,0,1,0,0,1,0,0,0,0,1
10463101,,,,,,,,1030,1,,,,,,,,,,,,
3596375,,,,,,,,1350,1,,,,,,,,,,,,
78136035,,,,,,,,50,0,,,,,,,,,,,,
5523710,,,,,,,,4670,0,,,,,,,,,,,,
3599488,,,,,,,,1450,1,,,,,,,,,,,,
3599422,,,,,,,,2350,1,,,,,,,,,,,,
3591721,,,,,,,,2350,1,,,,,,,,,,,,
5523867,,,,,,,,2030,1,,,,,,,,,,,,
3595009,,,,,,,,450,0,,,,,,,,,,,,
3597320,,,,,,,,580,1,,,,,,,,,,,,
3601245,,,,,,,,910,1,,,,,,,,,,,,
3597319,,,,,,,,1420,1,,,,,,,,,,,,
5525708,,,,,,,,1130,0,,,,,,,,,,,,
10462569,,,,,,,,3900,0,,,0,1,0,0,,,,,,
5523107,,,,,,,,290,0,,,,,,,,,,,,
5514417,1440,1,35,1,0,0,0,480,0,.42857143,0,0,1,0,0,0,0,1,0,1,0
5514407,20370,1,35,1,0,0,0,6790,0,.42857143,0,0,1,0,0,0,0,1,0,1,0
5514416,2310,1,35,1,0,0,0,770,0,.42857143,0,0,1,0,0,0,0,1,0,1,0
5514415,5700,1,35,1,0,0,0,1900,0,.42857143,0,0,1,0,0,0,0,1,0,1,0
5514409,10740,1,35,1,0,0,0,3580,0,.42857143,0,0,1,0,0,0,0,1,0,1,0
5514413,4380,1,35,1,0,0,0,1460,0,.42857143,0,0,1,0,0,0,0,1,0,1,0
5514418,4260,1,35,1,0,0,0,1420,0,.42857143,0,0,1,0,0,0,0,1,0,1,0
5514405,13950,1,35,1,0,0,0,4650,0,.42857143,0,0,1,0,0,0,0,1,0,1,0
5514408,10950,1,35,1,0,0,0,3650,0,.42857143,0,0,1,0,0,0,0,1,0,1,0
5514410,8310,1,35,1,0,0,0,2770,0,.42857143,0,0,1,0,0,0,0,1,0,1,0
5514412,4380,1,35,1,0,0,0,1460,0,.42857143,0,0,1,0,0,0,0,1,0,1,0
5514411,3060,1,35,1,0,0,0,1020,0,.42857143,0,0,1,0,0,0,0,1,0,1,0
5514404,8940,1,35,1,0,0,0,2980,0,.42857143,0,0,1,0,0,0,0,1,0,1,0
5514406,15450,1,35,1,0,0,0,5150,0,.42857143,0,0,1,0,0,0,0,1,0,1,0
5514414,12930,1,35,1,0,0,0,4310,0,.42857143,0,0,1,0,0,0,0,1,0,1,0
80119570,6000,1,77,1,,,,2960,0,,1,0,0,0,1,1,0,0,0,1,0
80117125,2000,1,77,1,0,1,1,5630,1,.14285715,1,0,0,1,0,1,0,0,0,1,0
80119571,6000,1,77,1,,,,2820,1,,1,0,0,0,1,1,0,0,0,1,0
80117126,1560,1,77,1,0,1,1,520,0,.14285715,1,0,0,1,0,1,0,0,0,1,0
80118863,,1,77,1,,,,2100,0,,1,,,,,1,0,0,0,1,0
3597437,,,,,,,,4020,1,,,,,,,,,,,,
3599084,,,,,,,,3360,1,,,,,,,,,,,,
42124144,32520,,,,,,,10840,1,,,0,1,0,0,,,,,,
42123872,,,,,,,,940,1,,,,,,,,,,,,
42124314,1500,,,,,,,3000,1,,,1,0,0,0,,,,,,
10463707,2820,,,,,,,940,0,,,0,1,0,0,,,,,,
10463718,2880,,,,,,,960,0,,,0,1,0,0,,,,,,
10463714,2700,,,,,,,900,0,,,0,1,0,0,,,,,,
10463720,3930,,,,,,,1310,0,,,0,1,0,0,,,,,,
10463722,3720,,,,,,,1240,0,,,0,1,0,0,,,,,,
10463723,6630,,,,,,,2210,0,,,0,1,0,0,,,,,,
10463716,4890,,,,,,,1630,0,,,0,1,0,0,,,,,,
10463709,2340,,,,,,,780,0,,,0,1,0,0,,,,,,
10462877,,,,,,,,580,0,,,0,0,0,0,,,,,,
10463715,3270,,,,,,,1090,0,,,0,1,0,0,,,,,,
10463706,3090,,,,,,,1030,0,,,0,1,0,0,,,,,,
10463721,5370,,,,,,,1790,0,,,0,1,0,0,,,,,,
10463711,6660,,,,,,,2220,0,,,0,1,0,0,,,,,,
10463717,5550,,,,,,,1850,1,,,0,1,0,0,,,,,,
10463704,2880,,,,,,,960,0,,,0,1,0,0,,,,,,
10463708,3270,,,,,,,1090,0,,,0,1,0,0,,,,,,
10463729,4050,,,,,,,1350,1,,,0,1,0,0,,,,,,
10463719,2730,,,,,,,910,0,,,0,1,0,0,,,,,,
10463724,2310,,,,,,,770,0,,,0,1,0,0,,,,,,
10463154,,,,,,,,1830,1,,,,,,,,,,,,
10463713,10080,,,,,,,3360,0,,,0,1,0,0,,,,,,
10463725,2850,,,,,,,950,1,,,0,1,0,0,,,,,,
10463255,2000,,,,,,,1830,0,,,0,1,0,0,,,,,,
10463705,3090,,,,,,,1030,0,,,0,1,0,0,,,,,,
10463874,,,,,,,,430,1,,,,,,,,,,,,
10463710,2490,,,,,,,830,0,,,0,1,0,0,,,,,,
10463156,,,,,,,,3000,0,,,,,,,,,,,,
10463155,,,,,,,,5480,0,,,,,,,,,,,,
42124040,,1,23,0,0,1,1,1640,1,0,1,,,,,0,0,0,1,0,1
42124042,,1,23,0,0,1,1,1060,1,0,1,,,,,0,0,0,1,0,1
42124039,,1,23,0,0,1,1,1300,1,0,1,,,,,0,0,0,1,0,1
3601612,,,,,,,,400,0,,,,,,,,,,,,
3601611,,,,,,,,3250,0,,,,,,,,,,,,
3601613,,,,,,,,880,0,,,,,,,,,,,,
3601614,,,,,,,,2770,0,,,,,,,,,,,,
3595437,,,,,,,,1770,0,,,,,,,,,,,,
5521314,10000,0,64,1,,,,3390,1,,0,0,1,0,0,1,0,0,0,0,1
5522779,3620.270751953125,0,64,1,1,1,0,2020,0,1,0,0,1,0,0,1,0,0,0,0,1
